id,original,surface,pronunciation,type,field1,field2,field3,field4,era,birth_year,nobel,gender,country,status,description,image,image_page
763,ジョージ・スダルシャン,スダルシャン,スダルシャン,family,物理,NA,NA,NA,現代,1931,no,男性,アメリカ合衆国/インド,物故,エンナカル・チャンディー・ジョージ・スダルシャン（E・C・G・スダルシャン、Ennackal Chandy George Sudarshan、1931年9月16,http://commons.wikimedia.org/wiki/Special:FilePath/ECG%20Sudarshan.jpg,https://commons.wikimedia.org/wiki/File:ECG_Sudarshan.jpg
763,ジョージ・スダルシャン,ジョージ・スダルシャン,ジョージ・スダルシャン,full,物理,NA,NA,NA,現代,1931,no,男性,アメリカ合衆国/インド,物故,エンナカル・チャンディー・ジョージ・スダルシャン（E・C・G・スダルシャン、Ennackal Chandy George Sudarshan、1931年9月16,http://commons.wikimedia.org/wiki/Special:FilePath/ECG%20Sudarshan.jpg,https://commons.wikimedia.org/wiki/File:ECG_Sudarshan.jpg
764,ジョージ・ツワイク,ツワイク,ツワイク,family,物理,NA,NA,NA,現代,1937,no,男性,アメリカ合衆国,存命,ジョージ・ツワイク（George Zweig、 1937年5月30日- ）はアメリカ合衆国の物理学者、後に神経生理学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Zweig%20%283x4%20cropped%29.jpg,https://commons.wikimedia.org/wiki/File:George_Zweig_%283x4_cropped%29.jpg
764,ジョージ・ツワイク,ジョージ・ツワイク,ジョージ・ツワイク,full,物理,NA,NA,NA,現代,1937,no,男性,アメリカ合衆国,存命,ジョージ・ツワイク（George Zweig、 1937年5月30日- ）はアメリカ合衆国の物理学者、後に神経生理学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Zweig%20%283x4%20cropped%29.jpg,https://commons.wikimedia.org/wiki/File:George_Zweig_%283x4_cropped%29.jpg
765,ジョージ・ネルソン,ネルソン,ネルソン,family,物理,天文学,NA,NA,現代,1950,no,男性,アメリカ合衆国,存命,ジョージ・ネルソン（George Driver Pinky Nelson、 1950年7月13日 - ）は、アメリカ航空宇宙局の宇宙飛行士である。,http://commons.wikimedia.org/wiki/Special:FilePath/Nelson-p.jpg,https://commons.wikimedia.org/wiki/File:Nelson-p.jpg
765,ジョージ・ネルソン,ジョージ・ネルソン,ジョージ・ネルソン,full,物理,天文学,NA,NA,現代,1950,no,男性,アメリカ合衆国,存命,ジョージ・ネルソン（George Driver Pinky Nelson、 1950年7月13日 - ）は、アメリカ航空宇宙局の宇宙飛行士である。,http://commons.wikimedia.org/wiki/Special:FilePath/Nelson-p.jpg,https://commons.wikimedia.org/wiki/File:Nelson-p.jpg
766,ジョージ・ビドル・エアリー,エアリー,エアリー,family,物理,数学,天文学,NA,近代,1801,no,男性,グレートブリテン及びアイルランド連合王国,物故,サー・ジョージ・ビドル・エアリー（英: Sir George Biddell Airy、1801年7月27日 – 1892年1月2日）は、イギリスの天文学者。,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Biddell%20Airy.jpg,https://commons.wikimedia.org/wiki/File:George_Biddell_Airy.jpg
766,ジョージ・ビドル・エアリー,ジョージ・ビドル・エアリー,ジョージ・ビドル・エアリー,full,物理,数学,天文学,NA,近代,1801,no,男性,グレートブリテン及びアイルランド連合王国,物故,サー・ジョージ・ビドル・エアリー（英: Sir George Biddell Airy、1801年7月27日 – 1892年1月2日）は、イギリスの天文学者。,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Biddell%20Airy.jpg,https://commons.wikimedia.org/wiki/File:George_Biddell_Airy.jpg
767,ジョージ・ヘール,ヘール,ヘール,family,物理,天文学,NA,NA,近代,1868,no,男性,アメリカ合衆国,物故,ジョージ・エラリー・ヘール（George Ellery Hale、 1868年6月29日 - 1938年2月21日）は、アメリカ合衆国の天文学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20George%20Ellery%20Hale.jpg,https://commons.wikimedia.org/wiki/File:Portrait_of_George_Ellery_Hale.jpg
767,ジョージ・ヘール,ジョージ・ヘール,ジョージ・ヘール,full,物理,天文学,NA,NA,近代,1868,no,男性,アメリカ合衆国,物故,ジョージ・エラリー・ヘール（George Ellery Hale、 1868年6月29日 - 1938年2月21日）は、アメリカ合衆国の天文学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20George%20Ellery%20Hale.jpg,https://commons.wikimedia.org/wiki/File:Portrait_of_George_Ellery_Hale.jpg
768,ジョーゼフ・アレン・ハイネック,ハイネック,ハイネック,family,物理,天文学,NA,NA,現代,1910,no,男性,アメリカ合衆国,物故,ジョーゼフ・アレン・ハイネック（英: Joseph Allen Hynek、1910年5月1日 - 1986年4月27日）は、アメリカ合衆国生まれの天文学者でU,http://commons.wikimedia.org/wiki/Special:FilePath/Allen%20Hynek.jpg,https://commons.wikimedia.org/wiki/File:Allen_Hynek.jpg
768,ジョーゼフ・アレン・ハイネック,ジョーゼフ・アレン・ハイネック,ジョーゼフ・アレン・ハイネック,full,物理,天文学,NA,NA,現代,1910,no,男性,アメリカ合衆国,物故,ジョーゼフ・アレン・ハイネック（英: Joseph Allen Hynek、1910年5月1日 - 1986年4月27日）は、アメリカ合衆国生まれの天文学者でU,http://commons.wikimedia.org/wiki/Special:FilePath/Allen%20Hynek.jpg,https://commons.wikimedia.org/wiki/File:Allen_Hynek.jpg
769,ジョーン・ファインマン,ファインマン,ファインマン,family,物理,天文学,NA,NA,現代,1927,no,女性,アメリカ合衆国,物故,ジョーン・ファインマン（Joan Feynman、1927年3月31日 - 2020年7月21日）は、アメリカ合衆国の天体物理学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/Joan-feynman-2015.jpg,https://commons.wikimedia.org/wiki/File:Joan-feynman-2015.jpg
769,ジョーン・ファインマン,ジョーン・ファインマン,ジョーン・ファインマン,full,物理,天文学,NA,NA,現代,1927,no,女性,アメリカ合衆国,物故,ジョーン・ファインマン（Joan Feynman、1927年3月31日 - 2020年7月21日）は、アメリカ合衆国の天体物理学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/Joan-feynman-2015.jpg,https://commons.wikimedia.org/wiki/File:Joan-feynman-2015.jpg
770,ジル・ド・ロベルヴァル,ロベルヴァル,ロベルヴァル,family,物理,数学,NA,NA,近世,1602,no,男性,フランス,物故,ジル・ド・ロベルヴァルまたはロベルヴァルのジル・ペルセンヌ（Gilles Personne de Roberval、1602年8月10日 - 1675年10月2,http://commons.wikimedia.org/wiki/Special:FilePath/Gilles%20personne%20de%20roberval.jpg,https://commons.wikimedia.org/wiki/File:Gilles_personne_de_roberval.jpg
770,ジル・ド・ロベルヴァル,ジル・ド・ロベルヴァル,ジル・ド・ロベルヴァル,full,物理,数学,NA,NA,近世,1602,no,男性,フランス,物故,ジル・ド・ロベルヴァルまたはロベルヴァルのジル・ペルセンヌ（Gilles Personne de Roberval、1602年8月10日 - 1675年10月2,http://commons.wikimedia.org/wiki/Special:FilePath/Gilles%20personne%20de%20roberval.jpg,https://commons.wikimedia.org/wiki/File:Gilles_personne_de_roberval.jpg
771,ジーン・アムダール,アムダール,アムダール,family,物理,計算機科学,NA,NA,現代,1922,no,男性,アメリカ合衆国,物故,ジーン・アムダール（Gene Amdahl、1922年11月16日 -2015年11月10日 ）は、アメリカ人のコンピュータアーキテクトで、企業家である。,http://commons.wikimedia.org/wiki/Special:FilePath/Amdahl%20march%2013%202008.jpg,https://commons.wikimedia.org/wiki/File:Amdahl_march_13_2008.jpg
771,ジーン・アムダール,ジーン・アムダール,ジーン・アムダール,full,物理,計算機科学,NA,NA,現代,1922,no,男性,アメリカ合衆国,物故,ジーン・アムダール（Gene Amdahl、1922年11月16日 -2015年11月10日 ）は、アメリカ人のコンピュータアーキテクトで、企業家である。,http://commons.wikimedia.org/wiki/Special:FilePath/Amdahl%20march%2013%202008.jpg,https://commons.wikimedia.org/wiki/File:Amdahl_march_13_2008.jpg
772,スタニスラフ・シュシケビッチ,シュシケビッチ,シュシケビッチ,family,物理,NA,NA,NA,現代,1934,no,男性,ソビエト連邦/ベラルーシ,物故,スタニスラフ・シュシケビチ（ベラルーシ語: Станісла́ў Станісла́вавіч Шушке́віч、 ラテン文字転写: Stanislav Sh,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%A0u%C5%A1kievi%C4%8D%20bchd.jpg,https://commons.wikimedia.org/wiki/File:%C5%A0u%C5%A1kievi%C4%8D_bchd.jpg
772,スタニスラフ・シュシケビッチ,スタニスラフ・シュシケビッチ,スタニスラフ・シュシケビッチ,full,物理,NA,NA,NA,現代,1934,no,男性,ソビエト連邦/ベラルーシ,物故,スタニスラフ・シュシケビチ（ベラルーシ語: Станісла́ў Станісла́вавіч Шушке́віч、 ラテン文字転写: Stanislav Sh,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%A0u%C5%A1kievi%C4%8D%20bchd.jpg,https://commons.wikimedia.org/wiki/File:%C5%A0u%C5%A1kievi%C4%8D_bchd.jpg
773,スタニスワフ・ウラム,ウラム,ウラム,family,物理,数学,NA,NA,現代,1909,no,男性,アメリカ合衆国/ガリツィア・ロドメリア王国/ポーランド第二共和国,物故,スタニスワフ・マルチン・ウラム（Stanisław Marcin Ulam、 1909年4月13日 - 1984年5月13日）は、アメリカ合衆国の数学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Stanislaw%20Ulam.tif,https://commons.wikimedia.org/wiki/File:Stanislaw_Ulam.tif
773,スタニスワフ・ウラム,スタニスワフ・ウラム,スタニスワフ・ウラム,full,物理,数学,NA,NA,現代,1909,no,男性,アメリカ合衆国/ガリツィア・ロドメリア王国/ポーランド第二共和国,物故,スタニスワフ・マルチン・ウラム（Stanisław Marcin Ulam、 1909年4月13日 - 1984年5月13日）は、アメリカ合衆国の数学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Stanislaw%20Ulam.tif,https://commons.wikimedia.org/wiki/File:Stanislaw_Ulam.tif
774,スタントン・フリードマン,フリードマン,フリードマン,family,物理,NA,NA,NA,現代,1934,no,男性,アメリカ合衆国/カナダ,物故,スタントン・テリー・フリードマン（英語: Stanton Terry Friedman、1934年1月29日 - 2019年5月13日）は、アメリカ合衆国の物理,http://commons.wikimedia.org/wiki/Special:FilePath/Stanton%20T.%20Friedman%20at%20Alien%20Snowfest%202019%20in%20Big%20Bear%2C%20CA.jpg,https://commons.wikimedia.org/wiki/File:Stanton_T._Friedman_at_Alien_Snowfest_2019_in_Big_Bear%2C_CA.jpg
774,スタントン・フリードマン,スタントン・フリードマン,スタントン・フリードマン,full,物理,NA,NA,NA,現代,1934,no,男性,アメリカ合衆国/カナダ,物故,スタントン・テリー・フリードマン（英語: Stanton Terry Friedman、1934年1月29日 - 2019年5月13日）は、アメリカ合衆国の物理,http://commons.wikimedia.org/wiki/Special:FilePath/Stanton%20T.%20Friedman%20at%20Alien%20Snowfest%202019%20in%20Big%20Bear%2C%20CA.jpg,https://commons.wikimedia.org/wiki/File:Stanton_T._Friedman_at_Alien_Snowfest_2019_in_Big_Bear%2C_CA.jpg
775,スチュアート・ラッセル,ラッセル,ラッセル,family,物理,計算機科学,NA,NA,現代,1962,no,男性,イギリス,存命,サー・スチュアート・ジョナサン・ラッセル（Sir Stuart Jonathan Russell 、1962年- ）は、イギリス出身の計算機科学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/Stuart%20Russell%2001.jpg,https://commons.wikimedia.org/wiki/File:Stuart_Russell_01.jpg
775,スチュアート・ラッセル,スチュアート・ラッセル,スチュアート・ラッセル,full,物理,計算機科学,NA,NA,現代,1962,no,男性,イギリス,存命,サー・スチュアート・ジョナサン・ラッセル（Sir Stuart Jonathan Russell 、1962年- ）は、イギリス出身の計算機科学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/Stuart%20Russell%2001.jpg,https://commons.wikimedia.org/wiki/File:Stuart_Russell_01.jpg
776,スティーブン・ウルフラム,ウルフラム,ウルフラム,family,物理,数学,計算機科学,NA,現代,1959,no,男性,アメリカ合衆国/イギリス,存命,スティーブン・ウルフラム（Stephen Wolfram、1959年8月29日 - ）は、イギリス人（学部卒業後はアメリカで進学）の理論物理学者で、米ウルフラム,http://commons.wikimedia.org/wiki/Special:FilePath/Stephen%20Wolfram%20PR.jpg,https://commons.wikimedia.org/wiki/File:Stephen_Wolfram_PR.jpg
776,スティーブン・ウルフラム,スティーブン・ウルフラム,スティーブン・ウルフラム,full,物理,数学,計算機科学,NA,現代,1959,no,男性,アメリカ合衆国/イギリス,存命,スティーブン・ウルフラム（Stephen Wolfram、1959年8月29日 - ）は、イギリス人（学部卒業後はアメリカで進学）の理論物理学者で、米ウルフラム,http://commons.wikimedia.org/wiki/Special:FilePath/Stephen%20Wolfram%20PR.jpg,https://commons.wikimedia.org/wiki/File:Stephen_Wolfram_PR.jpg
777,スティーヴン・グレイ,グレイ,グレイ,family,物理,化学,天文学,NA,近世,1666,no,男性,グレートブリテン王国,物故,スティーヴン・グレイ（Stephen Gray、1666年 - 1736年2月15日）は、イギリスのアマチュア科学者。,,
777,スティーヴン・グレイ,スティーヴン・グレイ,スティーヴン・グレイ,full,物理,化学,天文学,NA,近世,1666,no,男性,グレートブリテン王国,物故,スティーヴン・グレイ（Stephen Gray、1666年 - 1736年2月15日）は、イギリスのアマチュア科学者。,,
778,スティーヴン・ヘールズ,ヘールズ,ヘールズ,family,物理,化学,NA,NA,近世,1677,no,男性,グレートブリテン王国,物故,スティーヴン・ヘールズ（英語: Stephen Hales、1677年9月17日 - 1761年1月4日）は、イングランド王国ケントベークスボーン出身の生理学者,http://commons.wikimedia.org/wiki/Special:FilePath/Hales%20Stephen.jpg,https://commons.wikimedia.org/wiki/File:Hales_Stephen.jpg
778,スティーヴン・ヘールズ,スティーヴン・ヘールズ,スティーヴン・ヘールズ,full,物理,化学,NA,NA,近世,1677,no,男性,グレートブリテン王国,物故,スティーヴン・ヘールズ（英語: Stephen Hales、1677年9月17日 - 1761年1月4日）は、イングランド王国ケントベークスボーン出身の生理学者,http://commons.wikimedia.org/wiki/Special:FilePath/Hales%20Stephen.jpg,https://commons.wikimedia.org/wiki/File:Hales_Stephen.jpg
779,ステパーン・ティモシェンコ,ティモシェンコ,ティモシェンコ,family,物理,NA,NA,NA,近代,1878,no,男性,アメリカ合衆国/ウクライナ人民共和国/ロシア帝国,物故,ステパーン・プロコーフィエヴィチ・ティモシェンコ（烏: Степан Прокопович Тимошенко; 露: Степан Прокофьевич Т,http://commons.wikimedia.org/wiki/Special:FilePath/Timoshenko%20Stephen.jpg,https://commons.wikimedia.org/wiki/File:Timoshenko_Stephen.jpg
779,ステパーン・ティモシェンコ,ステパーン・ティモシェンコ,ステパーン・ティモシェンコ,full,物理,NA,NA,NA,近代,1878,no,男性,アメリカ合衆国/ウクライナ人民共和国/ロシア帝国,物故,ステパーン・プロコーフィエヴィチ・ティモシェンコ（烏: Степан Прокопович Тимошенко; 露: Степан Прокофьевич Т,http://commons.wikimedia.org/wiki/Special:FilePath/Timoshenko%20Stephen.jpg,https://commons.wikimedia.org/wiki/File:Timoshenko_Stephen.jpg
780,スヴァンテ・アレニウス,アレニウス,アレニウス,family,物理,化学,天文学,NA,近代,1859,yes,男性,スウェーデン,物故,スヴァンテ・アウグスト・アレニウス（アレーニウス、Svante August Arrhenius [ˌsvanːtə aˈɹeːniɵs]、 1859年2月19,http://commons.wikimedia.org/wiki/Special:FilePath/Arrhenius2.jpg,https://commons.wikimedia.org/wiki/File:Arrhenius2.jpg
780,スヴァンテ・アレニウス,スヴァンテ・アレニウス,スヴァンテ・アレニウス,full,物理,化学,天文学,NA,近代,1859,yes,男性,スウェーデン,物故,スヴァンテ・アウグスト・アレニウス（アレーニウス、Svante August Arrhenius [ˌsvanːtə aˈɹeːniɵs]、 1859年2月19,http://commons.wikimedia.org/wiki/Special:FilePath/Arrhenius2.jpg,https://commons.wikimedia.org/wiki/File:Arrhenius2.jpg
781,スヴャトスラフ・ヴァカルチュク,ヴァカルチュク,ヴァカルチュク,family,物理,NA,NA,NA,現代,1975,no,男性,ウクライナ,存命,スヴャトスラフ・ヴァカルチュク（ウクライナ語: Святослав Вакарчук、1975年5月14日 - ）はウクライナの歌手、オケアン・エリズィバンドリ,http://commons.wikimedia.org/wiki/Special:FilePath/Svyatoslav%20Vakarchuk%20July%202016.jpg,https://commons.wikimedia.org/wiki/File:Svyatoslav_Vakarchuk_July_2016.jpg
781,スヴャトスラフ・ヴァカルチュク,スヴャトスラフ・ヴァカルチュク,スヴャトスラフ・ヴァカルチュク,full,物理,NA,NA,NA,現代,1975,no,男性,ウクライナ,存命,スヴャトスラフ・ヴァカルチュク（ウクライナ語: Святослав Вакарчук、1975年5月14日 - ）はウクライナの歌手、オケアン・エリズィバンドリ,http://commons.wikimedia.org/wiki/Special:FilePath/Svyatoslav%20Vakarchuk%20July%202016.jpg,https://commons.wikimedia.org/wiki/File:Svyatoslav_Vakarchuk_July_2016.jpg
782,ズラブ・ノガイデリ,ノガイデリ,ノガイデリ,family,物理,NA,NA,NA,現代,1964,no,男性,ジョージア/ソビエト連邦,存命,ズラブ・ノガイデリ（ზურაბ ნოღაიდელი、Zurab Noghaideli、1964年10月22日 - ）は、ジョージアの政治家。,http://commons.wikimedia.org/wiki/Special:FilePath/Zurab%20Nogaideli.jpg,https://commons.wikimedia.org/wiki/File:Zurab_Nogaideli.jpg
782,ズラブ・ノガイデリ,ズラブ・ノガイデリ,ズラブ・ノガイデリ,full,物理,NA,NA,NA,現代,1964,no,男性,ジョージア/ソビエト連邦,存命,ズラブ・ノガイデリ（ზურაბ ნოღაიდელი、Zurab Noghaideli、1964年10月22日 - ）は、ジョージアの政治家。,http://commons.wikimedia.org/wiki/Special:FilePath/Zurab%20Nogaideli.jpg,https://commons.wikimedia.org/wiki/File:Zurab_Nogaideli.jpg
783,セオドア・フォン・カルマン,カルマン,カルマン,family,物理,数学,天文学,NA,近代,1881,no,男性,アメリカ合衆国/ドイツ帝国/ハンガリー/ヴァイマル共和政,物故,セオドア・フォン・カルマン（ハンガリー語: (szőllőskislaki) Kármán Tódor [(sølːøːʃkiʃlɒki) ˈkɑ̈(ˑ)rmɑ,http://commons.wikimedia.org/wiki/Special:FilePath/Theodor%20von%20K%C3%A1rm%C3%A1n%20sketch%201931.png,https://commons.wikimedia.org/wiki/File:Theodor_von_K%C3%A1rm%C3%A1n_sketch_1931.png
783,セオドア・フォン・カルマン,セオドア・フォン・カルマン,セオドア・フォン・カルマン,full,物理,数学,天文学,NA,近代,1881,no,男性,アメリカ合衆国/ドイツ帝国/ハンガリー/ヴァイマル共和政,物故,セオドア・フォン・カルマン（ハンガリー語: (szőllőskislaki) Kármán Tódor [(sølːøːʃkiʃlɒki) ˈkɑ̈(ˑ)rmɑ,http://commons.wikimedia.org/wiki/Special:FilePath/Theodor%20von%20K%C3%A1rm%C3%A1n%20sketch%201931.png,https://commons.wikimedia.org/wiki/File:Theodor_von_K%C3%A1rm%C3%A1n_sketch_1931.png
784,セオドア・メイマン,メイマン,メイマン,family,物理,NA,NA,NA,現代,1927,no,男性,アメリカ合衆国,物故,セオドア・ハロルド・メイマン（Theodore Harold Maiman、1927年7月11日 - 2007年5月5日）は、アメリカ合衆国の物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Maiman%20with%20the%20first%20laser.jpg,https://commons.wikimedia.org/wiki/File:Maiman_with_the_first_laser.jpg
784,セオドア・メイマン,セオドア・メイマン,セオドア・メイマン,full,物理,NA,NA,NA,現代,1927,no,男性,アメリカ合衆国,物故,セオドア・ハロルド・メイマン（Theodore Harold Maiman、1927年7月11日 - 2007年5月5日）は、アメリカ合衆国の物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Maiman%20with%20the%20first%20laser.jpg,https://commons.wikimedia.org/wiki/File:Maiman_with_the_first_laser.jpg
785,セザーレ・ラッテス,ラッテス,ラッテス,family,物理,NA,NA,NA,現代,1924,no,男性,ブラジル,物故,セザーレ・ラッテス（Cesare Mansueto Giulio Lattes、1924年7月11日 - 2005年3月8日）はブラジルの実験物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A9sar%20Lattes%20%281954%29.tif,https://commons.wikimedia.org/wiki/File:C%C3%A9sar_Lattes_%281954%29.tif
785,セザーレ・ラッテス,セザーレ・ラッテス,セザーレ・ラッテス,full,物理,NA,NA,NA,現代,1924,no,男性,ブラジル,物故,セザーレ・ラッテス（Cesare Mansueto Giulio Lattes、1924年7月11日 - 2005年3月8日）はブラジルの実験物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A9sar%20Lattes%20%281954%29.tif,https://commons.wikimedia.org/wiki/File:C%C3%A9sar_Lattes_%281954%29.tif
786,セシル・ドウィット＝モレット,モレット,モレット,family,物理,数学,NA,NA,現代,1922,no,女性,フランス,物故,セシル・アンドレ・ポール・ドウィット＝モレット（Cécile Andrée Paule DeWitt-Morette、 (1922年12月21日 - 2017年,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A9cile%20DeWitt-Morette%20%28cropped%29.png,https://commons.wikimedia.org/wiki/File:C%C3%A9cile_DeWitt-Morette_%28cropped%29.png
786,セシル・ドウィット＝モレット,セシル・ドウィット＝モレット,セシル・ドウィット・モレット,full,物理,数学,NA,NA,現代,1922,no,女性,フランス,物故,セシル・アンドレ・ポール・ドウィット＝モレット（Cécile Andrée Paule DeWitt-Morette、 (1922年12月21日 - 2017年,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A9cile%20DeWitt-Morette%20%28cropped%29.png,https://commons.wikimedia.org/wiki/File:C%C3%A9cile_DeWitt-Morette_%28cropped%29.png
787,セス・ネッダーマイヤー,ネッダーマイヤー,ネッダーマイヤー,family,物理,NA,NA,NA,現代,1907,no,男性,アメリカ合衆国,物故,セス・ヘンリー・ネッダーマイヤー（英語:Seth Henry Neddermeyer、1907年9月16日 - 1988年1月29日）は、アメリカ合衆国ミシガン,http://commons.wikimedia.org/wiki/Special:FilePath/Seth%20Neddermeyer.jpg,https://commons.wikimedia.org/wiki/File:Seth_Neddermeyer.jpg
787,セス・ネッダーマイヤー,セス・ネッダーマイヤー,セス・ネッダーマイヤー,full,物理,NA,NA,NA,現代,1907,no,男性,アメリカ合衆国,物故,セス・ヘンリー・ネッダーマイヤー（英語:Seth Henry Neddermeyer、1907年9月16日 - 1988年1月29日）は、アメリカ合衆国ミシガン,http://commons.wikimedia.org/wiki/Special:FilePath/Seth%20Neddermeyer.jpg,https://commons.wikimedia.org/wiki/File:Seth_Neddermeyer.jpg
788,セルゲイ・カピーツァ,カピーツァ,カピーツァ,family,物理,数学,NA,NA,現代,1928,no,男性,イギリス/ソビエト連邦/ロシア,物故,セルゲイ・ペトロヴィチ・カピーツァ（ロシア語: Сергей Петрович Капица、[sʲɪrˈɡʲej pʲɪˈtrovʲɪt͡ɕ kɐˈpʲit͡,http://commons.wikimedia.org/wiki/Special:FilePath/Sergey%20Kapitsa.jpg,https://commons.wikimedia.org/wiki/File:Sergey_Kapitsa.jpg
788,セルゲイ・カピーツァ,セルゲイ・カピーツァ,セルゲイ・カピーツァ,full,物理,数学,NA,NA,現代,1928,no,男性,イギリス/ソビエト連邦/ロシア,物故,セルゲイ・ペトロヴィチ・カピーツァ（ロシア語: Сергей Петрович Капица、[sʲɪrˈɡʲej pʲɪˈtrovʲɪt͡ɕ kɐˈpʲit͡,http://commons.wikimedia.org/wiki/Special:FilePath/Sergey%20Kapitsa.jpg,https://commons.wikimedia.org/wiki/File:Sergey_Kapitsa.jpg
789,セルゲイ・コロリョフ,コロリョフ,コロリョフ,family,物理,NA,NA,NA,現代,1907,no,男性,ソビエト連邦,物故,セルゲイ・パーヴロヴィチ・コロリョフ（ウクライナ語: Сергій Павлович Корольов、 ロシア語: Сергей Павлович Корол,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9D%D0%B8%D0%BD%D0%B0%20%D0%B8%20%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9%20%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%8B%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:%D0%9D%D0%B8%D0%BD%D0%B0_%D0%B8_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%8B_%28cropped%29.jpg
789,セルゲイ・コロリョフ,セルゲイ・コロリョフ,セルゲイ・コロリョフ,full,物理,NA,NA,NA,現代,1907,no,男性,ソビエト連邦,物故,セルゲイ・パーヴロヴィチ・コロリョフ（ウクライナ語: Сергій Павлович Корольов、 ロシア語: Сергей Павлович Корол,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9D%D0%B8%D0%BD%D0%B0%20%D0%B8%20%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9%20%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%8B%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:%D0%9D%D0%B8%D0%BD%D0%B0_%D0%B8_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%8B_%28cropped%29.jpg
790,セルゲイ・ヴァヴィロフ,ヴァヴィロフ,ヴァヴィロフ,family,物理,NA,NA,NA,近代,1891,no,男性,ソビエト連邦/ロシア帝国/ロシア社会主義連邦ソビエト共和国,物故,セルゲイ・イヴァノヴィチ・ヴァヴィロフ (ロシア語: Серге́й Ива́нович Вави́лов、 ラテン文字転写: Sergei Ivanovich,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%92%D0%B0%D0%B2%D0%B8%D0%BB%D0%BE%D0%B2%20%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9%20%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87.jpg,https://commons.wikimedia.org/wiki/File:%D0%92%D0%B0%D0%B2%D0%B8%D0%BB%D0%BE%D0%B2_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87.jpg
790,セルゲイ・ヴァヴィロフ,セルゲイ・ヴァヴィロフ,セルゲイ・ヴァヴィロフ,full,物理,NA,NA,NA,近代,1891,no,男性,ソビエト連邦/ロシア帝国/ロシア社会主義連邦ソビエト共和国,物故,セルゲイ・イヴァノヴィチ・ヴァヴィロフ (ロシア語: Серге́й Ива́нович Вави́лов、 ラテン文字転写: Sergei Ivanovich,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%92%D0%B0%D0%B2%D0%B8%D0%BB%D0%BE%D0%B2%20%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9%20%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87.jpg,https://commons.wikimedia.org/wiki/File:%D0%92%D0%B0%D0%B2%D0%B8%D0%BB%D0%BE%D0%B2_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87.jpg
791,ゼノブ・グラム,グラム,グラム,family,物理,NA,NA,NA,近代,1826,no,男性,ベルギー,物故,ゼノブ・テオフィル・グラム（Zénobe Théophile Gramme、 1826年4月4日 - 1901年1月20日）は、ベルギーの電気技術者・発明家であ,http://commons.wikimedia.org/wiki/Special:FilePath/Z%C3%A9nobe%20Gramme%201893.jpg,https://commons.wikimedia.org/wiki/File:Z%C3%A9nobe_Gramme_1893.jpg
